Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,Ctub_58D11_acrpm.spades.pilon.fasta_genome,Ctub_DM01A02_acrpe.spades.pilon.fasta_genome,Ctub_DM01A08_acvsp.spades.pilon.fasta_genome,Ctub_DM01E11_acrpd.spades.pilon.fasta_genome,Ctub_DM06H05_acvsn.spades.pilon.fasta_genome,Ctub_DM12B01_acvst.spades.pilon.fasta_genome,Ctub_DM18A08_acvth.spades.pilon.fasta_genome,Ctub_DM18C03_acvti.spades.pilon.fasta_genome,Ctub_DM21B10_acrox.spades.pilon.fasta_genome,Ctub_DM21C09_acvtj.spades.pilon.fasta_genome,Ctub_DM21C11_acrow.spades.pilon.fasta_genome,Ctub_DM24D01_acvsz.spades.pilon.fasta_genome,Ctub_DM28E02_acrpb.spades.pilon.fasta_genome,Ctub_DM31F07_acvta.spades.pilon.fasta_genome,Ctub_DM31F11_acvtb.spades.pilon.fasta_genome,Ctub_DM31G10_acvtk.spades.pilon.fasta_genome,Ctub_DM32D06_acrpp.spades.pilon.fasta_genome,Ctub_DM32E08_acrpq.spades.pilon.fasta_genome,Ctub_DM33A08_acvtm.spades.pilon.fasta_genome,Ctub_DM33G03_acvtd.spades.pilon.fasta_genome,Ctub_DM41C07_acvtl.spades.pilon.fasta_genome,Ctub_DM41D05_acvtg.spades.pilon.fasta_genome,GCF_000159115.1_ASM15911v1_genomic.fna_genome,GCF_000175635.1_ASM17563v1_genomic.fna_genome,GCF_016127015.1_ASM1612701v1_genomic.fna_genome,GCF_016613425.1_ASM1661342v1_genomic.fna_genome,GCF_016728365.1_ASM1672836v1_genomic.fna_genome,GCF_016894265.1_ASM1689426v1_genomic.fna_genome,duplicate_Ctub_DM24A09_acroz.spades.pilon.fasta_genome
rimP,rimP,ribosome maturation factor RimP,29,29,1.0,1,5723,,,,540,546,540.2068965517242,MNDJGCBO_00181,BAEMFPOL_01019,IFBJDBIC_00322,IHDAGAJE_00156,JLHCMBLP_00132,AGJPCOND_00620,GAGKCNGK_00145,HPNOPOKD_00693,MPMPHDIC_00203,COKKGDBG_00308,OFMFJDLO_00050,EPECPEML_00584,BCPKOOPG_00570,MHAMJDNJ_00724,MHMDHDMK_00024,GOOOCOCF_00151,DOCAKEAD_00328,DFDDJIAG_00688,BIHKHIPM_01349,IDHDBNGA_00739,FABEFEHK_02124,LBJDDPHL_02104,KHKEEPKC_01204,KOIPOHFF_00788,BENEEMDG_01190,AKMLPEBN_01629,OPLPGAAK_00138,FIBDHPGH_01409,JFPKKDNC_00062
group_5058,,UMP kinase,29,29,1.0,1,5722,,,,687,729,710.1724137931035,MNDJGCBO_00150,BAEMFPOL_01891,IFBJDBIC_00353,IHDAGAJE_00126,JLHCMBLP_00101,AGJPCOND_00590,GAGKCNGK_00175,HPNOPOKD_00349,MPMPHDIC_00234,COKKGDBG_00338,OFMFJDLO_00020,EPECPEML_00553,BCPKOOPG_00540,MHAMJDNJ_00694,MHMDHDMK_01422,GOOOCOCF_00181,DOCAKEAD_00358,DFDDJIAG_00718,BIHKHIPM_01379,IDHDBNGA_01084,FABEFEHK_01814,LBJDDPHL_00430,KHKEEPKC_01179,KOIPOHFF_00818,BENEEMDG_01220,AKMLPEBN_01599,OPLPGAAK_00168,FIBDHPGH_01378,JFPKKDNC_00031
group_5057,,riboflavin synthase,29,29,1.0,1,5721,,,,594,615,608.7931034482758,MNDJGCBO_00348,BAEMFPOL_01129,IFBJDBIC_00142,IHDAGAJE_00812,JLHCMBLP_00315,AGJPCOND_01034,GAGKCNGK_00775,HPNOPOKD_00860,MPMPHDIC_00031,COKKGDBG_00139,OFMFJDLO_00219,EPECPEML_01331,BCPKOOPG_00825,MHAMJDNJ_00903,MHMDHDMK_00204,GOOOCOCF_01567,DOCAKEAD_00463,DFDDJIAG_01395,BIHKHIPM_00049,IDHDBNGA_00790,FABEFEHK_00166,LBJDDPHL_00369,KHKEEPKC_01371,KOIPOHFF_00609,BENEEMDG_01015,AKMLPEBN_01884,OPLPGAAK_02333,FIBDHPGH_01610,JFPKKDNC_00253
group_5054,,ECF transporter S component,29,29,1.0,1,5718,,,,711,783,750.6206896551724,MNDJGCBO_01531,BAEMFPOL_01705,IFBJDBIC_00104,IHDAGAJE_00775,JLHCMBLP_00352,AGJPCOND_01071,GAGKCNGK_00738,HPNOPOKD_01652,MPMPHDIC_02339,COKKGDBG_00102,OFMFJDLO_00256,EPECPEML_01369,BCPKOOPG_00788,MHAMJDNJ_00941,MHMDHDMK_00241,GOOOCOCF_01530,DOCAKEAD_00426,DFDDJIAG_01358,BIHKHIPM_00012,IDHDBNGA_00827,FABEFEHK_00203,LBJDDPHL_00406,KHKEEPKC_01408,KOIPOHFF_00572,BENEEMDG_00978,AKMLPEBN_01847,OPLPGAAK_02296,FIBDHPGH_01647,JFPKKDNC_00291
pgl,pgl,6-phosphogluconolactonase,29,29,1.0,1,5717,,,,762,762,762.0,MNDJGCBO_00361,BAEMFPOL_01681,IFBJDBIC_00128,IHDAGAJE_00799,JLHCMBLP_00328,AGJPCOND_01047,GAGKCNGK_00762,HPNOPOKD_00873,MPMPHDIC_00018,COKKGDBG_00126,OFMFJDLO_00232,EPECPEML_01345,BCPKOOPG_00812,MHAMJDNJ_00917,MHMDHDMK_00217,GOOOCOCF_01554,DOCAKEAD_00450,DFDDJIAG_01382,BIHKHIPM_00036,IDHDBNGA_00803,FABEFEHK_00179,LBJDDPHL_00382,KHKEEPKC_01384,KOIPOHFF_00596,BENEEMDG_01002,AKMLPEBN_01871,OPLPGAAK_02320,FIBDHPGH_01623,JFPKKDNC_00267
rho,rho,transcription termination factor Rho,29,29,1.0,1,5716,,,,1830,2040,1852.8620689655172,MNDJGCBO_02217,BAEMFPOL_00084,IFBJDBIC_01202,IHDAGAJE_00587,JLHCMBLP_01206,AGJPCOND_00252,GAGKCNGK_00818,HPNOPOKD_01965,MPMPHDIC_01441,COKKGDBG_00839,OFMFJDLO_01260,EPECPEML_00252,BCPKOOPG_00154,MHAMJDNJ_00388,MHMDHDMK_00697,GOOOCOCF_00810,DOCAKEAD_00107,DFDDJIAG_00286,BIHKHIPM_00581,IDHDBNGA_00303,FABEFEHK_00683,LBJDDPHL_00075,KHKEEPKC_00311,KOIPOHFF_01438,BENEEMDG_00720,AKMLPEBN_00131,OPLPGAAK_02048,FIBDHPGH_01892,JFPKKDNC_00477
nusA,nusA,transcription termination factor NusA,29,29,1.0,1,5715,,,,1017,1017,1017.0,MNDJGCBO_00182,BAEMFPOL_01020,IFBJDBIC_00321,IHDAGAJE_00157,JLHCMBLP_00133,AGJPCOND_00621,GAGKCNGK_00144,HPNOPOKD_00694,MPMPHDIC_00202,COKKGDBG_00307,OFMFJDLO_00051,EPECPEML_00585,BCPKOOPG_00571,MHAMJDNJ_00725,MHMDHDMK_00025,GOOOCOCF_00150,DOCAKEAD_00327,DFDDJIAG_00687,BIHKHIPM_01348,IDHDBNGA_00738,FABEFEHK_02123,LBJDDPHL_02103,KHKEEPKC_01205,KOIPOHFF_00787,BENEEMDG_01189,AKMLPEBN_01630,OPLPGAAK_00137,FIBDHPGH_01410,JFPKKDNC_00063
group_5053,,translation elongation factor Ts,29,29,1.0,1,5714,,,,813,813,813.0,MNDJGCBO_00149,BAEMFPOL_01890,IFBJDBIC_00354,IHDAGAJE_00125,JLHCMBLP_00100,AGJPCOND_00589,GAGKCNGK_00176,HPNOPOKD_00348,MPMPHDIC_00235,COKKGDBG_00339,OFMFJDLO_00019,EPECPEML_00552,BCPKOOPG_00539,MHAMJDNJ_00693,MHMDHDMK_01423,GOOOCOCF_00182,DOCAKEAD_00359,DFDDJIAG_00719,BIHKHIPM_01380,IDHDBNGA_01083,FABEFEHK_01815,LBJDDPHL_00431,KHKEEPKC_01178,KOIPOHFF_00819,BENEEMDG_01221,AKMLPEBN_01598,OPLPGAAK_00169,FIBDHPGH_01377,JFPKKDNC_00030
group_5049,,nucleoside hydrolase,29,29,1.0,1,5710,,,,966,978,971.5862068965517,MNDJGCBO_02452,BAEMFPOL_01704,IFBJDBIC_00105,IHDAGAJE_00776,JLHCMBLP_00351,AGJPCOND_01070,GAGKCNGK_00739,HPNOPOKD_01651,MPMPHDIC_02340,COKKGDBG_00103,OFMFJDLO_00255,EPECPEML_01368,BCPKOOPG_00789,MHAMJDNJ_00940,MHMDHDMK_00240,GOOOCOCF_01531,DOCAKEAD_00427,DFDDJIAG_01359,BIHKHIPM_00013,IDHDBNGA_00826,FABEFEHK_00202,LBJDDPHL_00405,KHKEEPKC_01407,KOIPOHFF_00573,BENEEMDG_00979,AKMLPEBN_01848,OPLPGAAK_02297,FIBDHPGH_01646,JFPKKDNC_00290
group_5048,,glucose-6-phosphate dehydrogenase assembly protein OpcA,29,29,1.0,1,5709,,,,936,936,936.0,MNDJGCBO_00362,BAEMFPOL_01682,IFBJDBIC_00127,IHDAGAJE_00798,JLHCMBLP_00329,AGJPCOND_01048,GAGKCNGK_00761,HPNOPOKD_00874,MPMPHDIC_00017,COKKGDBG_00125,OFMFJDLO_00233,EPECPEML_01346,BCPKOOPG_00811,MHAMJDNJ_00918,MHMDHDMK_00218,GOOOCOCF_01553,DOCAKEAD_00449,DFDDJIAG_01381,BIHKHIPM_00035,IDHDBNGA_00804,FABEFEHK_00180,LBJDDPHL_00383,KHKEEPKC_01385,KOIPOHFF_00595,BENEEMDG_01001,AKMLPEBN_01870,OPLPGAAK_02319,FIBDHPGH_01624,JFPKKDNC_00268
prfA,prfA,peptide chain release factor 1,29,29,1.0,1,5708,,,,1077,1077,1077.0,MNDJGCBO_02218,BAEMFPOL_00083,IFBJDBIC_01203,IHDAGAJE_00588,JLHCMBLP_01205,AGJPCOND_00253,GAGKCNGK_00817,HPNOPOKD_01964,MPMPHDIC_01440,COKKGDBG_00840,OFMFJDLO_01261,EPECPEML_00253,BCPKOOPG_00153,MHAMJDNJ_00389,MHMDHDMK_00698,GOOOCOCF_00811,DOCAKEAD_00108,DFDDJIAG_00287,BIHKHIPM_00582,IDHDBNGA_00304,FABEFEHK_00682,LBJDDPHL_00076,KHKEEPKC_00312,KOIPOHFF_01439,BENEEMDG_00721,AKMLPEBN_00132,OPLPGAAK_02049,FIBDHPGH_01891,JFPKKDNC_00476
group_5046,,YlxR family protein,29,29,1.0,1,5706,,,,348,363,348.51724137931035,MNDJGCBO_00183,BAEMFPOL_01021,IFBJDBIC_00320,IHDAGAJE_00158,JLHCMBLP_00134,AGJPCOND_00622,GAGKCNGK_00143,HPNOPOKD_00695,MPMPHDIC_00201,COKKGDBG_00306,OFMFJDLO_00052,EPECPEML_00586,BCPKOOPG_00572,MHAMJDNJ_00726,MHMDHDMK_00026,GOOOCOCF_00149,DOCAKEAD_00326,DFDDJIAG_00686,BIHKHIPM_01347,IDHDBNGA_00737,FABEFEHK_02122,LBJDDPHL_02102,KHKEEPKC_01206,KOIPOHFF_00786,BENEEMDG_01188,AKMLPEBN_01631,OPLPGAAK_00136,FIBDHPGH_01411,JFPKKDNC_00064
rpsB,rpsB,30S ribosomal protein S2,29,29,1.0,1,5705,,,,834,834,834.0,MNDJGCBO_00148,BAEMFPOL_01889,IFBJDBIC_00355,IHDAGAJE_00124,JLHCMBLP_00099,AGJPCOND_00588,GAGKCNGK_00177,HPNOPOKD_00347,MPMPHDIC_00236,COKKGDBG_00342,OFMFJDLO_00018,EPECPEML_00551,BCPKOOPG_00538,MHAMJDNJ_00692,MHMDHDMK_01424,GOOOCOCF_00183,DOCAKEAD_00360,DFDDJIAG_00720,BIHKHIPM_01381,IDHDBNGA_01082,FABEFEHK_01816,LBJDDPHL_00432,KHKEEPKC_01177,KOIPOHFF_00820,BENEEMDG_01222,AKMLPEBN_01597,OPLPGAAK_00170,FIBDHPGH_01376,JFPKKDNC_00029
group_5040,,NAD(P)H-binding protein,29,29,1.0,1,5699,,,,669,777,720.5172413793103,MNDJGCBO_02451,BAEMFPOL_01703,IFBJDBIC_00106,IHDAGAJE_00777,JLHCMBLP_00350,AGJPCOND_01069,GAGKCNGK_00740,HPNOPOKD_01650,MPMPHDIC_02341,COKKGDBG_00104,OFMFJDLO_00254,EPECPEML_01367,BCPKOOPG_00790,MHAMJDNJ_00939,MHMDHDMK_00239,GOOOCOCF_01532,DOCAKEAD_00428,DFDDJIAG_01360,BIHKHIPM_00014,IDHDBNGA_00825,FABEFEHK_00201,LBJDDPHL_00404,KHKEEPKC_01406,KOIPOHFF_00574,BENEEMDG_00980,AKMLPEBN_01849,OPLPGAAK_02298,FIBDHPGH_01645,JFPKKDNC_00289
group_5039,,glucose-6-phosphate dehydrogenase,29,29,1.0,1,5698,,,,1533,1533,1533.0,MNDJGCBO_00363,BAEMFPOL_01683,IFBJDBIC_00126,IHDAGAJE_00797,JLHCMBLP_00330,AGJPCOND_01049,GAGKCNGK_00760,HPNOPOKD_00875,MPMPHDIC_00016,COKKGDBG_00124,OFMFJDLO_00234,EPECPEML_01347,BCPKOOPG_00810,MHAMJDNJ_00919,MHMDHDMK_00219,GOOOCOCF_01552,DOCAKEAD_00448,DFDDJIAG_01380,BIHKHIPM_00034,IDHDBNGA_00805,FABEFEHK_00181,LBJDDPHL_00384,KHKEEPKC_01386,KOIPOHFF_00594,BENEEMDG_01000,AKMLPEBN_01869,OPLPGAAK_02318,FIBDHPGH_01625,JFPKKDNC_00269
prmC,prmC,peptide chain release factor N(5)-glutamine methyltransferase,29,29,1.0,1,5697,,,,834,837,836.8965517241379,MNDJGCBO_02219,BAEMFPOL_00082,IFBJDBIC_01204,IHDAGAJE_00589,JLHCMBLP_01204,AGJPCOND_00254,GAGKCNGK_00816,HPNOPOKD_01963,MPMPHDIC_01439,COKKGDBG_00841,OFMFJDLO_01262,EPECPEML_00254,BCPKOOPG_00152,MHAMJDNJ_00390,MHMDHDMK_00699,GOOOCOCF_00812,DOCAKEAD_00109,DFDDJIAG_00288,BIHKHIPM_00583,IDHDBNGA_00305,FABEFEHK_00681,LBJDDPHL_00077,KHKEEPKC_00313,KOIPOHFF_01440,BENEEMDG_00722,AKMLPEBN_00133,OPLPGAAK_02050,FIBDHPGH_01890,JFPKKDNC_00475
infB,infB,translation initiation factor IF-2,29,29,1.0,1,5694,,,,2736,2871,2844.310344827586,MNDJGCBO_00184,BAEMFPOL_01022,IFBJDBIC_00319,IHDAGAJE_00159,JLHCMBLP_00135,AGJPCOND_00623,GAGKCNGK_00142,HPNOPOKD_00696,MPMPHDIC_00200,COKKGDBG_00305,OFMFJDLO_00053,EPECPEML_00587,BCPKOOPG_00573,MHAMJDNJ_00727,MHMDHDMK_00027,GOOOCOCF_00148,DOCAKEAD_00325,DFDDJIAG_00685,BIHKHIPM_01346,IDHDBNGA_00736,FABEFEHK_02121,LBJDDPHL_02101,KHKEEPKC_01207,KOIPOHFF_00785,BENEEMDG_01187,AKMLPEBN_01632,OPLPGAAK_00135,FIBDHPGH_01412,JFPKKDNC_00065
group_5037,,M23 family metallopeptidase,29,29,1.0,1,5693,,,,306,522,499.3448275862069,MNDJGCBO_00147,BAEMFPOL_01888,IFBJDBIC_00356,IHDAGAJE_00123,JLHCMBLP_00098,AGJPCOND_00587,GAGKCNGK_00178,HPNOPOKD_00346,MPMPHDIC_00237,COKKGDBG_00343,OFMFJDLO_00017,EPECPEML_00550,BCPKOOPG_00537,MHAMJDNJ_00691,MHMDHDMK_01425,GOOOCOCF_00184,DOCAKEAD_00361,DFDDJIAG_00721,BIHKHIPM_01382,IDHDBNGA_01081,FABEFEHK_01817,LBJDDPHL_00433,KHKEEPKC_01176,KOIPOHFF_00821,BENEEMDG_01223,AKMLPEBN_01596,OPLPGAAK_00171,FIBDHPGH_01375,JFPKKDNC_00028
group_5036,,hypothetical protein,29,29,1.0,1,5692,,,,567,567,567.0,MNDJGCBO_01231,BAEMFPOL_01942,IFBJDBIC_01772,IHDAGAJE_02043,JLHCMBLP_02059,AGJPCOND_00919,GAGKCNGK_02143,HPNOPOKD_00610,MPMPHDIC_00547,COKKGDBG_02116,OFMFJDLO_01694,EPECPEML_00740,BCPKOOPG_01344,MHAMJDNJ_00232,MHMDHDMK_00996,GOOOCOCF_00725,DOCAKEAD_01237,DFDDJIAG_01108,BIHKHIPM_01516,IDHDBNGA_01227,FABEFEHK_00594,LBJDDPHL_00740,KHKEEPKC_01980,KOIPOHFF_01223,BENEEMDG_00122,AKMLPEBN_00834,OPLPGAAK_01438,FIBDHPGH_00186,JFPKKDNC_00906
group_5024,,hypothetical protein;ACT domain-containing protein,29,29,1.0,1,5680,,,,270,357,273.0,MNDJGCBO_02450,BAEMFPOL_01702,IFBJDBIC_00107,IHDAGAJE_00778,JLHCMBLP_00349,AGJPCOND_01068,GAGKCNGK_00741,HPNOPOKD_01649,MPMPHDIC_02342,COKKGDBG_00105,OFMFJDLO_00253,EPECPEML_01366,BCPKOOPG_00791,MHAMJDNJ_00938,MHMDHDMK_00238,GOOOCOCF_01533,DOCAKEAD_00429,DFDDJIAG_01361,BIHKHIPM_00015,IDHDBNGA_00824,FABEFEHK_00200,LBJDDPHL_00403,KHKEEPKC_01405,KOIPOHFF_00575,BENEEMDG_00981,AKMLPEBN_01850,OPLPGAAK_02299,FIBDHPGH_01644,JFPKKDNC_00288
tal,tal,transaldolase,29,29,1.0,1,5679,,,,1086,1086,1086.0,MNDJGCBO_00364,BAEMFPOL_01684,IFBJDBIC_00125,IHDAGAJE_00796,JLHCMBLP_00331,AGJPCOND_01050,GAGKCNGK_00759,HPNOPOKD_00876,MPMPHDIC_00015,COKKGDBG_00123,OFMFJDLO_00235,EPECPEML_01348,BCPKOOPG_00809,MHAMJDNJ_00920,MHMDHDMK_00220,GOOOCOCF_01551,DOCAKEAD_00447,DFDDJIAG_01379,BIHKHIPM_00033,IDHDBNGA_00806,FABEFEHK_00182,LBJDDPHL_00385,KHKEEPKC_01387,KOIPOHFF_00593,BENEEMDG_00999,AKMLPEBN_01868,OPLPGAAK_02317,FIBDHPGH_01626,JFPKKDNC_00270
group_5023,,threonylcarbamoyl-AMP synthase,29,29,1.0,1,5678,,,,669,669,669.0,MNDJGCBO_02220,BAEMFPOL_00081,IFBJDBIC_01205,IHDAGAJE_00590,JLHCMBLP_01203,AGJPCOND_00255,GAGKCNGK_00815,HPNOPOKD_01962,MPMPHDIC_01438,COKKGDBG_00842,OFMFJDLO_01263,EPECPEML_00255,BCPKOOPG_00151,MHAMJDNJ_00391,MHMDHDMK_00700,GOOOCOCF_00813,DOCAKEAD_00110,DFDDJIAG_00289,BIHKHIPM_00584,IDHDBNGA_00306,FABEFEHK_00680,LBJDDPHL_00078,KHKEEPKC_00314,KOIPOHFF_01441,BENEEMDG_00723,AKMLPEBN_00134,OPLPGAAK_02051,FIBDHPGH_01889,JFPKKDNC_00474
group_5022,,ExeM/NucH family extracellular endonuclease,29,29,1.0,1,5677,,,,2724,2925,2768.3793103448274,MNDJGCBO_01668,BAEMFPOL_00860,IFBJDBIC_00527,IHDAGAJE_01090,JLHCMBLP_00909,AGJPCOND_02263,GAGKCNGK_02229,HPNOPOKD_01204,MPMPHDIC_01252,COKKGDBG_01332,OFMFJDLO_00790,EPECPEML_01504,BCPKOOPG_01975,MHAMJDNJ_01081,MHMDHDMK_00841,GOOOCOCF_01470,DOCAKEAD_00610,DFDDJIAG_01216,BIHKHIPM_01175,IDHDBNGA_01207,FABEFEHK_01048,LBJDDPHL_01172,KHKEEPKC_00727,KOIPOHFF_00111,BENEEMDG_01733,AKMLPEBN_02079,OPLPGAAK_00691,FIBDHPGH_00886,JFPKKDNC_01711
rbfA,rbfA,30S ribosome-binding factor RbfA,29,29,1.0,1,5672,,,,444,444,444.0,MNDJGCBO_00185,BAEMFPOL_01024,IFBJDBIC_00315,IHDAGAJE_00160,JLHCMBLP_00136,AGJPCOND_00626,GAGKCNGK_00141,HPNOPOKD_00697,MPMPHDIC_00199,COKKGDBG_00304,OFMFJDLO_00054,EPECPEML_00591,BCPKOOPG_00576,MHAMJDNJ_00730,MHMDHDMK_00028,GOOOCOCF_00147,DOCAKEAD_00324,DFDDJIAG_00682,BIHKHIPM_00213,IDHDBNGA_00734,FABEFEHK_00002,LBJDDPHL_02100,KHKEEPKC_01208,KOIPOHFF_00783,BENEEMDG_01184,AKMLPEBN_01635,OPLPGAAK_00132,FIBDHPGH_01414,JFPKKDNC_00069
group_5017,,tyrosine recombinase XerC,29,29,1.0,1,5671,,,,870,918,914.6896551724138,MNDJGCBO_00146,BAEMFPOL_01887,IFBJDBIC_00357,IHDAGAJE_00122,JLHCMBLP_00097,AGJPCOND_00586,GAGKCNGK_00179,HPNOPOKD_00345,MPMPHDIC_00238,COKKGDBG_00344,OFMFJDLO_00016,EPECPEML_00549,BCPKOOPG_00536,MHAMJDNJ_00690,MHMDHDMK_01426,GOOOCOCF_00185,DOCAKEAD_00362,DFDDJIAG_00722,BIHKHIPM_01383,IDHDBNGA_01080,FABEFEHK_01818,LBJDDPHL_00434,KHKEEPKC_01175,KOIPOHFF_00822,BENEEMDG_01224,AKMLPEBN_01595,OPLPGAAK_00172,FIBDHPGH_01374,JFPKKDNC_00027
group_5016,,FAD-binding oxidoreductase,29,29,1.0,1,5670,,,,1503,1503,1503.0,MNDJGCBO_01273,BAEMFPOL_00262,IFBJDBIC_02227,IHDAGAJE_01912,JLHCMBLP_01553,AGJPCOND_00879,GAGKCNGK_02107,HPNOPOKD_00571,MPMPHDIC_00505,COKKGDBG_01912,OFMFJDLO_01734,EPECPEML_00780,BCPKOOPG_01384,MHAMJDNJ_00192,MHMDHDMK_00956,GOOOCOCF_00683,DOCAKEAD_01198,DFDDJIAG_01067,BIHKHIPM_01475,IDHDBNGA_01267,FABEFEHK_00554,LBJDDPHL_00702,KHKEEPKC_02021,KOIPOHFF_01263,BENEEMDG_00162,AKMLPEBN_00874,OPLPGAAK_01481,FIBDHPGH_00143,JFPKKDNC_00865
amaP,amaP,alkaline shock response membrane anchor protein AmaP,29,29,1.0,1,5669,,,,576,576,576.0,MNDJGCBO_01230,BAEMFPOL_01943,IFBJDBIC_01773,IHDAGAJE_02044,JLHCMBLP_02060,AGJPCOND_00920,GAGKCNGK_02144,HPNOPOKD_00611,MPMPHDIC_00548,COKKGDBG_02115,OFMFJDLO_01693,EPECPEML_00739,BCPKOOPG_01343,MHAMJDNJ_00233,MHMDHDMK_00997,GOOOCOCF_00726,DOCAKEAD_01238,DFDDJIAG_01109,BIHKHIPM_01517,IDHDBNGA_01226,FABEFEHK_00595,LBJDDPHL_00741,KHKEEPKC_01979,KOIPOHFF_01222,BENEEMDG_00121,AKMLPEBN_00833,OPLPGAAK_01437,FIBDHPGH_00187,JFPKKDNC_00907
group_5001,,PFL family protein,29,29,1.0,1,5654,,,,1365,1365,1365.0,MNDJGCBO_02449,BAEMFPOL_01701,IFBJDBIC_00108,IHDAGAJE_00779,JLHCMBLP_00348,AGJPCOND_01067,GAGKCNGK_00742,HPNOPOKD_01648,MPMPHDIC_02343,COKKGDBG_00106,OFMFJDLO_00252,EPECPEML_01365,BCPKOOPG_00792,MHAMJDNJ_00937,MHMDHDMK_00237,GOOOCOCF_01534,DOCAKEAD_00430,DFDDJIAG_01362,BIHKHIPM_00016,IDHDBNGA_00823,FABEFEHK_00199,LBJDDPHL_00402,KHKEEPKC_01404,KOIPOHFF_00576,BENEEMDG_00982,AKMLPEBN_01851,OPLPGAAK_02300,FIBDHPGH_01643,JFPKKDNC_00287
group_5000,,transketolase,29,29,1.0,1,5653,,,,2109,2109,2109.0,MNDJGCBO_00365,BAEMFPOL_01685,IFBJDBIC_00124,IHDAGAJE_00795,JLHCMBLP_00332,AGJPCOND_01051,GAGKCNGK_00758,HPNOPOKD_00877,MPMPHDIC_00014,COKKGDBG_00122,OFMFJDLO_00236,EPECPEML_01349,BCPKOOPG_00808,MHAMJDNJ_00921,MHMDHDMK_00221,GOOOCOCF_01550,DOCAKEAD_00446,DFDDJIAG_01378,BIHKHIPM_00032,IDHDBNGA_00807,FABEFEHK_00183,LBJDDPHL_00386,KHKEEPKC_01388,KOIPOHFF_00592,BENEEMDG_00998,AKMLPEBN_01867,OPLPGAAK_02316,FIBDHPGH_01627,JFPKKDNC_00271
group_4999,,undecaprenyl/decaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase,29,29,1.0,1,5652,,,,1176,1176,1176.0,MNDJGCBO_02221,BAEMFPOL_00080,IFBJDBIC_01206,IHDAGAJE_00591,JLHCMBLP_01202,AGJPCOND_00256,GAGKCNGK_00814,HPNOPOKD_01961,MPMPHDIC_01437,COKKGDBG_00843,OFMFJDLO_01264,EPECPEML_00256,BCPKOOPG_00150,MHAMJDNJ_00392,MHMDHDMK_00701,GOOOCOCF_00814,DOCAKEAD_00111,DFDDJIAG_00290,BIHKHIPM_00585,IDHDBNGA_00307,FABEFEHK_00679,LBJDDPHL_00079,KHKEEPKC_00315,KOIPOHFF_01442,BENEEMDG_00724,AKMLPEBN_00135,OPLPGAAK_02052,FIBDHPGH_01888,JFPKKDNC_00473
group_4998,,monovalent cation/H(+) antiporter subunit G,29,29,1.0,1,5651,,,,381,381,381.0,MNDJGCBO_01352,BAEMFPOL_00780,IFBJDBIC_00614,IHDAGAJE_01175,JLHCMBLP_01967,AGJPCOND_01472,GAGKCNGK_01716,HPNOPOKD_01118,MPMPHDIC_01172,COKKGDBG_01235,OFMFJDLO_00694,EPECPEML_02266,BCPKOOPG_01042,MHAMJDNJ_01169,MHMDHDMK_00761,GOOOCOCF_01389,DOCAKEAD_00698,DFDDJIAG_01132,BIHKHIPM_01548,IDHDBNGA_01128,FABEFEHK_02082,LBJDDPHL_01258,KHKEEPKC_00643,KOIPOHFF_00022,BENEEMDG_01815,AKMLPEBN_01989,OPLPGAAK_00777,FIBDHPGH_00803,JFPKKDNC_01626
group_4997,,hypothetical protein,29,29,1.0,1,5650,,,,684,684,684.0,MNDJGCBO_01669,BAEMFPOL_00859,IFBJDBIC_00528,IHDAGAJE_01091,JLHCMBLP_00914,AGJPCOND_02259,GAGKCNGK_02230,HPNOPOKD_01203,MPMPHDIC_01251,COKKGDBG_01331,OFMFJDLO_00789,EPECPEML_01505,BCPKOOPG_01976,MHAMJDNJ_01084,MHMDHDMK_00840,GOOOCOCF_01469,DOCAKEAD_00611,DFDDJIAG_01211,BIHKHIPM_01174,IDHDBNGA_01206,FABEFEHK_01049,LBJDDPHL_01173,KHKEEPKC_00726,KOIPOHFF_00110,BENEEMDG_01734,AKMLPEBN_02076,OPLPGAAK_00692,FIBDHPGH_00881,JFPKKDNC_01710
group_4989,,bifunctional oligoribonuclease/PAP phosphatase NrnA,29,29,1.0,1,5641,,,,963,969,963.2068965517242,MNDJGCBO_00186,BAEMFPOL_01025,IFBJDBIC_00314,IHDAGAJE_00161,JLHCMBLP_00137,AGJPCOND_00627,GAGKCNGK_00140,HPNOPOKD_00698,MPMPHDIC_00198,COKKGDBG_00303,OFMFJDLO_00055,EPECPEML_00592,BCPKOOPG_00577,MHAMJDNJ_00731,MHMDHDMK_00029,GOOOCOCF_00146,DOCAKEAD_00323,DFDDJIAG_00681,BIHKHIPM_00212,IDHDBNGA_00733,FABEFEHK_00003,LBJDDPHL_02099,KHKEEPKC_01209,KOIPOHFF_00782,BENEEMDG_01183,AKMLPEBN_01636,OPLPGAAK_00131,FIBDHPGH_01415,JFPKKDNC_00070
